"filename", "language", "TypeScript", "Markdown", "JSON", "JavaScript", "CSV", "PostCSS", "TypeScript JSX", "YAML", "MS SQL", "Log", "comment", "blank", "total"
"c:\Users\dell\Documents\AqwaValley\docs\users-management-api-world-class-prd-and-implementation-plan.md", "Markdown", 0, 488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 205, 693
"c:\Users\dell\Documents\AqwaValley\drizzle\0011_irrigation_session.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 1, 1, 17
"c:\Users\dell\Documents\AqwaValley\drizzle\0011_reporting_engine_foundation.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 10, 113
"c:\Users\dell\Documents\AqwaValley\drizzle\0012_melted_marten_broadcloak.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 195, 0, 18, 0, 213
"c:\Users\dell\Documents\AqwaValley\drizzle\meta\0012_snapshot.json", "JSON", 0, 0, 6797, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6797
"c:\Users\dell\Documents\AqwaValley\drizzle\meta\_journal.json", "JSON", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, -1, 20
"c:\Users\dell\Documents\AqwaValley\next.config.js", "JavaScript", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, -3, 0, 4
"c:\Users\dell\Documents\AqwaValley\package-lock.json", "JSON", 0, 0, 7114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7114
"c:\Users\dell\Documents\AqwaValley\package.json", "JSON", 0, 0, -95, 0, 0, 0, 0, 0, 0, 0, 0, 0, -95
"c:\Users\dell\Documents\AqwaValley\pnpm-lock.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 977, 0, 0, 0, 276, 1253
"c:\Users\dell\Documents\AqwaValley\scripts\backfill-quotas.ts", "TypeScript", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 85
"c:\Users\dell\Documents\AqwaValley\scripts\inspect-crops-db.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 58
"c:\Users\dell\Documents\AqwaValley\scripts\localize_crops.ts", "TypeScript", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 75
"c:\Users\dell\Documents\AqwaValley\scripts\qstash-cron.config.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"c:\Users\dell\Documents\AqwaValley\scripts\sync-qstash-cron.ts", "TypeScript", 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43, 288
"c:\Users\dell\Documents\AqwaValley\scripts\test-reporting-integration.ts", "TypeScript", 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35, 214
"c:\Users\dell\Documents\AqwaValley\src\__tests__\auth\role-scope-enforcement.test.ts", "TypeScript", 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 65, 427
"c:\Users\dell\Documents\AqwaValley\src\__tests__\fao56\fao56-et0-calculation.test.ts", "TypeScript", 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 43, 287
"c:\Users\dell\Documents\AqwaValley\src\__tests__\ingest\duplicate-reading-idempotency.test.ts", "TypeScript", 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 45, 280
"c:\Users\dell\Documents\AqwaValley\src\__tests__\ingest\ingest-authorization-scope.test.ts", "TypeScript", 262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 45, 357
"c:\Users\dell\Documents\AqwaValley\src\__tests__\integration\services\ingest-orchestration.test.ts", "TypeScript", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 170
"c:\Users\dell\Documents\AqwaValley\src\__tests__\integration\services\quota-decision.test.ts", "TypeScript", 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 175
"c:\Users\dell\Documents\AqwaValley\src\__tests__\quota\quota-hard-block-boundary.test.ts", "TypeScript", 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 34, 232
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\ai-plan\_components\AiNeuralPulse.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 5, 13, 76
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\ai-plan\_components\AiPlanClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 617, 0, 0, 0, 39, 67, 723
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\ai-plan\_components\PlanHistorySection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 0, 15, 148
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\ai-plan\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 2, 13
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\ai-plan\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -158, 0, 0, 0, 0, -12, -170
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\crops\_components\crop-history-table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 5, 95
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\crops\_components\crop-profile-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 211, 0, 0, 0, 6, 21, 238
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\crops\_components\water-req-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 5, 98
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\crops\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 14
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\crops\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 3, 9, 78
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\history\_components\history-chart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 8, 124
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\history\_components\irrigation-history-table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 194, 0, 0, 0, 2, 7, 203
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\history\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 3, 3, 72
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\history\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 8, 14, 133
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\irrigate\_components\IrrigateClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 521, 0, 0, 0, 30, 58, 609
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\irrigate\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 3, 3, 47
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\irrigate\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 8, 67
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\quota\_components\quota-history-table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 1, 8, 107
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\quota\_components\quota-kpis.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 5, 102
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\quota\_components\quota-usage-chart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 3, 13, 166
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\quota\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 6, 5, 102
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\quota\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 9, 14, 146
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\soil\_components\refresh-button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 3, 25
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\soil\_components\soil-composition-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 5, 48
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\soil\_components\soil-gauge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 7, 76
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\soil\_components\soil-moisture-chart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 3, 97
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\soil\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 8, 20, 198
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\distribution\_components\ConsumerTypeChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3
"c:\Users\dell\Documents\AqwaValley\src\app\_actions\crops.ts", "TypeScript", 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 97
"c:\Users\dell\Documents\AqwaValley\src\app\_components\AssistLoopLoader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, -16, 0, 0, 0, -1, -1, -18
"c:\Users\dell\Documents\AqwaValley\src\app\_components\NavigationProgressBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 2, 2, 23
"c:\Users\dell\Documents\AqwaValley\src\app\_components\PageTransition.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 1, 3, 23
"c:\Users\dell\Documents\AqwaValley\src\app\_components\auth\LoginForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 10
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\Navitem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\Topbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2
"c:\Users\dell\Documents\AqwaValley\src\app\api\cron\dispatch-emails\route.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 1
"c:\Users\dell\Documents\AqwaValley\src\app\api\cron\process-irrigation-queue\route.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\dell\Documents\AqwaValley\src\app\api\cron\process-report-jobs\route.ts", "TypeScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 77
"c:\Users\dell\Documents\AqwaValley\src\app\api\cron\simulate-ingest\route.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\dell\Documents\AqwaValley\src\app\api\reports\download\[artifactId]\route.ts", "TypeScript", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 120
"c:\Users\dell\Documents\AqwaValley\src\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5
"c:\Users\dell\Documents\AqwaValley\src\app\sentry-example-page\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 3
"c:\Users\dell\Documents\AqwaValley\src\app\set-password\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -2
"c:\Users\dell\Documents\AqwaValley\src\env.js", "JavaScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 14
"c:\Users\dell\Documents\AqwaValley\src\lib\cronAuth.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 10
"c:\Users\dell\Documents\AqwaValley\src\lib\hooks.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\dell\Documents\AqwaValley\src\lib\use-count-up.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 35
"c:\Users\dell\Documents\AqwaValley\src\server\api\root.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\irrigation.ts", "TypeScript", 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 26, 201
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\reports.ts", "TypeScript", 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 233
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\users.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2
"c:\Users\dell\Documents\AqwaValley\src\server\api\routers\weather.ts", "TypeScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 49
"c:\Users\dell\Documents\AqwaValley\src\server\db\schema.ts", "TypeScript", 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 11, 221
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\pipeline\handlers.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 39
"c:\Users\dell\Documents\AqwaValley\src\server\services\forecast\core\plausibility\IPlausibilityRule.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 5
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\fallback.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 36
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\prompt-builder.ts", "TypeScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\providerResolver.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\recommend.ts", "TypeScript", -63, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -10, -84
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\recommend_helpers.ts", "TypeScript", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 14, 107
"c:\Users\dell\Documents\AqwaValley\src\server\services\irrigation\weather.ts", "TypeScript", -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, -3, -22
"c:\Users\dell\Documents\AqwaValley\src\server\services\reporting\ReportAccessPolicy.ts", "TypeScript", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 71
"c:\Users\dell\Documents\AqwaValley\src\server\services\reporting\ReportingOrchestrator.ts", "TypeScript", 803, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 93, 897
"c:\Users\dell\Documents\AqwaValley\src\server\services\reporting\exporters.ts", "TypeScript", 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 248
"c:\Users\dell\Documents\AqwaValley\src\server\services\reporting\normalization.ts", "TypeScript", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 54
"c:\Users\dell\Documents\AqwaValley\src\server\services\reporting\storage.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 40
"c:\Users\dell\Documents\AqwaValley\src\server\services\reporting\types.ts", "TypeScript", 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 106
"c:\Users\dell\Documents\AqwaValley\src\server\services\user\InvitationIssuer.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5
"c:\Users\dell\Documents\AqwaValley\src\server\services\weatherService.ts", "TypeScript", 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 126
"c:\Users\dell\Documents\AqwaValley\src\styles\globals.css", "PostCSS", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 2, 3, 25
"c:\Users\dell\Documents\AqwaValley\testsprite_tests\standard_prd.json", "JSON", 0, 0, 269, 0, 0, 0, 0, 0, 0, 0, 0, 1, 270
"c:\Users\dell\Documents\AqwaValley\testsprite_tests\testsprite_frontend_test_plan.json", "JSON", 0, 0, 612, 0, 0, 0, 0, 0, 0, 0, 0, 1, 613
"c:\Users\dell\Documents\AqwaValley\testsprite_tests\tmp\code_summary.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 2, 142
"c:\Users\dell\Documents\AqwaValley\testsprite_tests\tmp\config.json", "JSON", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\dell\Documents\AqwaValley\testsprite_tests\tmp\mcp.log", "Log", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4380, 0, 1, 4381
"c:\Users\dell\Documents\AqwaValley\testsprite_tests\tmp\prd_files\ai-irrigation-plan.md", "Markdown", 0, 723, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 916
"c:\Users\dell\Documents\AqwaValley\testsprite_tests\tmp\prd_files\aquifer-forecast-engine-engineering-spec.md", "Markdown", 0, 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 340
"c:\Users\dell\Documents\AqwaValley\testsprite_tests\tmp\prd_files\aquifer-forecast-engine-professional-plan.md", "Markdown", 0, 474, 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 649
"c:\Users\dell\Documents\AqwaValley\testsprite_tests\tmp\prd_files\ingest-endpoints-and-cron.md", "Markdown", 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 270
"c:\Users\dell\Documents\AqwaValley\testsprite_tests\tmp\prd_files\irrigation-trigger-simulation-production-plan.md", "Markdown", 0, 867, 0, 0, 0, 0, 0, 0, 0, 0, 0, 357, 1224
"c:\Users\dell\Documents\AqwaValley\testsprite_tests\tmp\prd_files\quota-service-runtime-behavior.md", "Markdown", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 139
"c:\Users\dell\Documents\AqwaValley\testsprite_tests\tmp\prd_files\report-generation-endpoints-api-contract.md", "Markdown", 0, 362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 488
"c:\Users\dell\Documents\AqwaValley\testsprite_tests\tmp\prd_files\report-generation-export-engine-world-class-plan.md", "Markdown", 0, 478, 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 670
"c:\Users\dell\Documents\AqwaValley\testsprite_tests\tmp\prd_files\sensor-ingest-cycle.md", "Markdown", 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 218
"c:\Users\dell\Documents\AqwaValley\testsprite_tests\tmp\prd_files\testing-strategy-world-class-plan.md", "Markdown", 0, 732, 0, 0, 0, 0, 0, 0, 0, 0, 0, 286, 1018
"c:\Users\dell\Documents\AqwaValley\testsprite_tests\tmp\prd_files\users-management-api-world-class-prd-and-implementation-plan.md", "Markdown", 0, 488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 205, 693
"c:\Users\dell\Documents\AqwaValley\vitest.config.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"Total", "-", 4968, 8923, 14738, 21, 3, 20, 3244, 1131, 313, 4380, 822, 4756, 43319
