"filename", "language", "TypeScript", "JSON", "JSON with Comments", "Shell Script", "MS SQL", "YAML", "JavaScript", "Markdown", "TypeScript JSX", "XML", "PostCSS", "HTML", "Log", "comment", "blank", "total"
"c:\Users\dell\Documents\AqwaValley\sentry.server.config.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 20
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\ai-plan\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 2, 4, 32
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\ai-plan\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 197, 0, 0, 0, 0, 6, 19, 222
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\dashboard\_components\AiRecommendationCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 1, 5, 64
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\dashboard\_components\KpiCards.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 4, 9, 179
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\dashboard\_components\QuotaBarCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 3, 9, 114
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\dashboard\_components\SoilHumidityCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 4, 52
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\dashboard\_components\WeeklyTrendCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 1, 8, 131
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\dashboard\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 4, 6, 36
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\farm\dashboard\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 0, 11, 21, 194
"c:\Users\dell\Documents\AqwaValley\src\app\(farm)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 13, 8, 87
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\alerts\_components\AlertsTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 262, 0, 0, 0, 0, 17, 22, 301
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\alerts\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 4, 5, 58
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\alerts\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 3, 9, 75
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\ChartsContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 5, 15, 93
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\CurrentDate.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 2, 6, 26
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\DemoAlertButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 0, 3, 21, 169
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\DistrictMap.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 1, 8, 70
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\KpiCards.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 4, 13, 107
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\alerts.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 7, 116
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\charts.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 2, 9, 151
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\_components\map-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 5, 37
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\error.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 1, 4, 37
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 3, 24
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\dashboard\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 4, 6, 71
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\distribution\_components\ConsumerTypeChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 4, 9, 112
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\distribution\_components\DistributionPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 463, 0, 0, 0, 0, 12, 22, 497
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\distribution\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 5, 6, 36
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\distribution\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 12, 23, 160
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\districts\_components\district-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 3, 9, 118
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\districts\_components\scroll-to-hash.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 6, 25
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\districts\_components\well-status-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 4, 7, 78
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\districts\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 1, 19
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\districts\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 16, 115
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\forecast\_components\ForecastPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 360, 0, 0, 0, 0, 6, 15, 381
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\forecast\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 4, 6, 41
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\forecast\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 5, 26
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 11, 5, 56
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\map\_components\MapPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 7, 17, 165
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\map\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 4, 25
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\map\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 3, 11, 92
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\users\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 434, 0, 0, 0, 0, 8, 30, 472
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\wells\[wellId]\_components\readings-chart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 3, 12, 188
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\wells\[wellId]\_components\water-drop-gauge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 4, 14, 109
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\wells\[wellId]\_components\well-alerts.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 5, 84
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\wells\[wellId]\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\dell\Documents\AqwaValley\src\app\(gov)\wells\[wellId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 7, 16, 152
"c:\Users\dell\Documents\AqwaValley\src\app\_actions\auth.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 50
"c:\Users\dell\Documents\AqwaValley\src\app\_components\AssistLoopLoader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 1, 8, 53
"c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\Badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 3, 32
"c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\Button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 3, 36
"c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\Card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 9, 64
"c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\KpiCardGrid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 3, 39
"c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\Skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 2, 15
"c:\Users\dell\Documents\AqwaValley\src\app\_components\UI\leaflet-map.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 5, 24, 183
"c:\Users\dell\Documents\AqwaValley\src\app\_components\auth\LoginForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 12, 11, 155
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\DashboardHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 2, 20
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\FarmSidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 9, 85
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\Govsidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 3, 16, 127
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\Navitem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 4, 32
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\NotificationDropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 8, 16, 171
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\ScrollReset.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 4, 16
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\SidebarProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 1, 9, 38
"c:\Users\dell\Documents\AqwaValley\src\app\_components\layouts\Topbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 197, 0, 0, 0, 0, 18, 18, 233
"c:\Users\dell\Documents\AqwaValley\src\app\api\admin\cron-runs\route.ts", "TypeScript", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 151
"c:\Users\dell\Documents\AqwaValley\src\app\api\admin\mock-ingest\route.ts", "TypeScript", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 109
"c:\Users\dell\Documents\AqwaValley\src\app\api\auth\[...all]\route.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"c:\Users\dell\Documents\AqwaValley\src\app\api\cron\aquifer-forecast\route.ts", "TypeScript", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 110
"c:\Users\dell\Documents\AqwaValley\src\app\api\cron\dispatch-emails\route.ts", "TypeScript", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 28, 175
"c:\Users\dell\Documents\AqwaValley\src\app\api\cron\process-irrigation-queue\route.ts", "TypeScript", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 93
"c:\Users\dell\Documents\AqwaValley\src\app\api\cron\simulate-ingest\route.ts", "TypeScript", 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 220
"c:\Users\dell\Documents\AqwaValley\src\app\api\email\webhook\route.ts", "TypeScript", 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 28, 202
"c:\Users\dell\Documents\AqwaValley\src\app\api\health\route.ts", "TypeScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 48
"c:\Users\dell\Documents\AqwaValley\src\app\api\sensors\ingest\route.ts", "TypeScript", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 115
"c:\Users\dell\Documents\AqwaValley\src\app\api\sentry-example-api\route.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 42
"c:\Users\dell\Documents\AqwaValley\src\app\api\trpc\[trpc]\route.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 35
"c:\Users\dell\Documents\AqwaValley\src\app\api\wells\[id]\metrics\route.ts", "TypeScript", 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22, 191
"c:\Users\dell\Documents\AqwaValley\src\app\global-error.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 4, 4, 28
"c:\Users\dell\Documents\AqwaValley\src\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 6, 34
"c:\Users\dell\Documents\AqwaValley\src\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 12, 5, 34
"c:\Users\dell\Documents\AqwaValley\src\app\sentry-example-page\head.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
